RefundID,PaymentID,InvoiceID,CustomerID,RefundDate,RefundAmount,Reason,Status
R0013336,P0427762,I0475805,C008398,2025-07-12 06:32:52,135.32,Service Outage,Processed
R0013337,P0204313,I0227417,C000232,2025-04-04 03:01:42,33.35,Customer Request,Processed
R0013338,P0366746,I0407947,C005283,2025-07-04 21:46:30,27.11,Customer Request,Processed
R0013339,P0143471,I0159843,C006571,2020-12-30 15:41:41,29.0,Service Outage,Processed
R0013340,P0427023,I0474958,C006027,2023-08-29 22:24:23,30.02,Duplicate Payment,Processed
R0013341,P0191440,I0213072,C007842,2023-03-08 07:39:59,279.13,Service Outage,Processed
R0013342,P0245446,I0273289,C008577,2019-09-12 00:25:39,141.9,Duplicate Payment,Processed
R0013343,P0273743,I0304723,C000492,2025-01-23 07:12:09,35.17,Billing Error,Processed
R0013344,P0080087,I0089133,C005914,2024-11-30 09:47:16,33.35,Billing Error,Processed
R0013345,P0411715,I0458012,C006178,2022-09-07 03:04:51,538.92,Service Outage,Processed
R0013346,P0192152,I0213886,C009095,2025-08-26 03:31:20,88.79,Fraud,Processed
R0013347,P0044037,I0048982,C006075,2023-08-14 22:46:58,182.88,Subscription Cancellation,Processed
R0013348,P0091521,I0101842,C002596,2023-10-29 02:34:30,273.9,Duplicate Payment,Processed
R0013349,P0095947,I0106802,C003522,2026-01-23 22:30:10,63.72,Subscription Cancellation,Processed
R0013350,P0306495,I0341034,C007393,2019-04-03 07:07:55,176.74,Service Outage,Processed
R0013351,P0401880,I0447062,C007800,2020-12-08 07:48:31,14.51,Billing Error,Processed
R0013352,P0316861,I0352552,C008177,2023-09-23 09:20:41,64.9,Fraud,Processed
R0013353,P0149128,I0166148,C005396,2022-09-26 04:47:28,399.2,Service Outage,Processed
R0013354,P0136995,I0152631,C001522,2023-11-11 03:18:05,46.02,Fraud,Processed
R0013355,P0242995,I0270528,C004767,2026-03-06 00:44:26,21.79,Fraud,Processed
R0013356,P0417722,I0464650,C006805,2025-07-04 02:41:11,199.2,Billing Error,Processed
R0013357,P0254336,I0283155,C003241,2020-01-05 15:44:36,133.21,Service Outage,Processed
R0013358,P0326912,I0363630,C001990,2022-04-29 11:25:35,16.5,Customer Request,Processed
R0013359,P0092931,I0103439,C009347,2023-11-07 08:25:38,23.35,Billing Error,Processed
R0013360,P0349374,I0388608,C004803,2021-01-07 23:47:48,246.51,Fraud,Processed
R0013361,P0303882,I0338126,C008125,2021-10-18 14:04:11,20.14,Fraud,Processed
R0013362,P0389858,I0433676,C000202,2023-06-28 19:37:07,185.26,Customer Request,Processed
R0013363,P0297957,I0331520,C000086,2025-12-03 00:54:10,891.61,Subscription Cancellation,Processed
R0013364,P0404105,I0449535,C006712,2023-04-18 20:32:52,193.32,Customer Request,Processed
R0013365,P0322159,I0358436,C004647,2019-11-12 00:10:02,199.2,Billing Error,Processed
R0013366,P0252086,I0280656,C005426,2025-01-09 03:23:46,179.0,Subscription Cancellation,Processed
R0013367,P0300914,I0334837,C006558,2024-05-02 10:16:03,135.45,Subscription Cancellation,Processed
R0013368,P0143083,I0159399,C000133,2022-12-20 22:54:59,35.06,Customer Request,Processed
R0013369,P0435117,I0483953,C008350,2025-06-20 11:21:46,61.06,Customer Request,Processed
R0013370,P0226380,I0251987,C003332,2024-04-16 11:50:37,383.9,Duplicate Payment,Processed
R0013371,P0112618,I0125460,C008916,2023-10-19 07:34:52,148.35,Billing Error,Processed
R0013372,P0130998,I0145864,C002325,2025-07-04 23:55:37,76.27,Customer Request,Processed
R0013373,P0307565,I0342241,C007836,2025-08-24 17:47:45,294.35,Billing Error,Processed
R0013374,P0093127,I0103652,C009459,2024-05-07 23:01:54,40.95,Billing Error,Processed
R0013375,P0220344,I0245245,C001773,2024-12-26 01:35:23,34.88,Service Outage,Processed
R0013376,P0044901,I0049951,C007105,2022-01-20 16:15:23,15.14,Subscription Cancellation,Processed
R0013377,P0363655,I0404483,C003979,2022-10-31 09:00:02,135.62,Subscription Cancellation,Processed
R0013378,P0400024,I0445003,C008685,2019-02-06 18:09:18,55.76,Fraud,Processed
R0013379,P0114047,I0127079,C001711,2021-12-10 20:15:21,31.52,Fraud,Processed
R0013380,P0060593,I0067435,C009321,2024-06-30 19:33:08,24.36,Fraud,Processed
R0013381,P0330748,I0367925,C006909,2023-06-21 23:00:05,7.95,Service Outage,Processed
R0013382,P0076643,I0085340,C006061,2020-08-18 00:36:58,11.11,Duplicate Payment,Processed
R0013383,P0374212,I0416270,C009630,2021-01-30 10:42:31,30.47,Subscription Cancellation,Processed
R0013384,P0125068,I0139276,C007331,2022-11-09 20:30:05,10.34,Service Outage,Processed
R0013385,P0267863,I0298183,C009535,2023-02-28 15:04:47,121.9,Subscription Cancellation,Processed
R0013386,P0178184,I0198451,C003518,2023-04-05 14:58:17,36.47,Subscription Cancellation,Processed
R0013387,P0108953,I0121371,C003698,2021-05-18 03:07:27,511.79,Billing Error,Processed
R0013388,P0151060,I0168256,C006615,2020-09-27 23:15:35,45.52,Billing Error,Processed
R0013389,P0383904,I0427013,C003797,2024-12-18 20:32:18,118.42,Customer Request,Processed
R0013390,P0116011,I0129235,C007924,2025-03-16 17:06:11,61.06,Customer Request,Processed
R0013391,P0184679,I0205664,C005105,2025-04-13 17:31:34,31.96,Duplicate Payment,Processed
R0013392,P0142678,I0158961,C006756,2022-05-30 09:34:54,24.98,Subscription Cancellation,Processed
R0013393,P0321108,I0357266,C004987,2019-04-15 01:15:44,28.71,Subscription Cancellation,Processed
R0013394,P0092497,I0102935,C007418,2024-08-08 00:59:52,23.2,Customer Request,Processed
R0013395,P0384613,I0427805,C007076,2020-11-27 03:08:58,57.2,Customer Request,Processed
R0013396,P0347350,I0386338,C008892,2025-01-05 04:21:58,62.25,Customer Request,Processed
R0013397,P0279085,I0310663,C001583,2023-04-01 20:07:40,67.85,Customer Request,Processed
R0013398,P0187962,I0209261,C006715,2022-06-29 11:34:57,487.77,Customer Request,Processed
R0013399,P0042956,I0047783,C006114,2022-04-03 04:27:06,368.09,Fraud,Processed
R0013400,P0264418,I0294409,C006720,2024-09-08 05:41:32,52.34,Fraud,Processed
R0013401,P0252108,I0280677,C004986,2021-09-24 15:55:42,264.44,Fraud,Processed
R0013402,P0014592,I0016253,C000616,2019-11-14 15:22:21,187.05,Service Outage,Processed
R0013403,P0228695,I0254588,C006784,2021-09-22 22:24:48,141.9,Fraud,Processed
R0013404,P0256759,I0285881,C002676,2022-02-21 05:08:25,273.9,Subscription Cancellation,Processed
R0013405,P0370970,I0412642,C002736,2022-10-17 20:13:14,76.79,Service Outage,Processed
R0013406,P0057255,I0063674,C009857,2022-03-30 10:56:17,121.26,Subscription Cancellation,Processed
R0013407,P0280583,I0312332,C000350,2021-09-18 02:01:56,573.85,Customer Request,Processed
R0013408,P0087370,I0097223,C009972,2025-07-18 13:58:15,1024.97,Fraud,Processed
R0013409,P0276819,I0308154,C008420,2022-06-08 13:54:58,9.37,Duplicate Payment,Processed
R0013410,P0303450,I0337638,C009271,2024-08-04 09:42:35,64.83,Subscription Cancellation,Processed
R0013411,P0058159,I0064698,C007453,2025-10-08 10:20:55,23.24,Duplicate Payment,Processed
R0013412,P0091946,I0102306,C000681,2025-08-11 12:49:05,34.04,Fraud,Processed
R0013413,P0328285,I0365170,C004188,2025-03-18 05:54:29,-16.94,Billing Error,Processed
R0013414,P0376088,I0418357,C008440,2024-04-16 08:34:28,293.82,Duplicate Payment,Processed
R0013415,P0158684,I0176697,C006430,2022-05-05 12:27:13,1098.9,Subscription Cancellation,Processed
R0013416,P0003523,I0003920,C001444,2024-12-01 21:09:05,87.25,Fraud,Processed
R0013417,P0027013,I0030091,C009696,2022-10-18 17:25:00,64.9,Subscription Cancellation,Processed
R0013418,P0422933,I0470431,C000294,2025-02-25 11:07:28,79.14,Service Outage,Processed
R0013419,P0229233,I0255181,C007477,2024-01-17 12:28:18,24.36,Service Outage,Processed
R0013420,P0114983,I0128117,C008280,2022-06-10 02:55:40,156.66,Customer Request,Processed
R0013421,P0113049,I0125940,C005759,2024-11-29 21:16:41,286.35,Billing Error,Processed
R0013422,P0407244,I0453030,C000411,2021-01-14 03:42:38,588.82,Service Outage,Processed
R0013423,P0407905,I0453785,C007008,2025-11-14 02:53:15,164.12,Customer Request,Processed
R0013424,P0254330,I0283149,C003241,2019-06-06 15:44:36,204.17,Subscription Cancellation,Processed
R0013425,P0409141,I0455153,C002761,2025-11-07 20:31:54,141.9,Duplicate Payment,Processed
R0013426,P0384617,I0427809,C007076,2021-03-26 03:08:58,134.81,Billing Error,Processed
R0013427,P0223660,I0248948,C008715,2026-01-31 18:03:03,44.85,Billing Error,Processed
R0013428,P0013391,I0014901,C003153,2025-05-07 03:30:55,121.9,Subscription Cancellation,Processed
R0013429,P0073775,I0082198,C005947,2020-10-15 04:41:46,69.52,Customer Request,Processed
R0013430,P0339998,I0378177,C001661,2022-02-26 17:51:50,127.71,Billing Error,Processed
R0013431,P0036366,I0040462,C009699,2024-11-27 04:28:47,268.92,Subscription Cancellation,Processed
R0013432,P0171452,I0190914,C003604,2025-03-10 20:22:11,47.79,Billing Error,Processed
R0013433,P0062983,I0070123,C007798,2020-02-28 06:35:43,286.35,Subscription Cancellation,Processed
R0013434,P0138258,I0154081,C002354,2023-04-20 01:45:04,268.92,Subscription Cancellation,Processed
R0013435,P0421888,I0469278,C000821,2023-12-11 11:14:33,24.56,Customer Request,Processed
R0013436,P0399235,I0444084,C005267,2024-09-12 13:18:03,405.84,Customer Request,Processed
R0013437,P0270418,I0301030,C009267,2020-04-10 23:17:37,39.12,Billing Error,Processed
R0013438,P0434166,I0482922,C007250,2022-02-26 20:34:38,31.32,Fraud,Processed
R0013439,P0398064,I0442775,C007953,2025-10-16 01:52:06,320.38,Customer Request,Processed
R0013440,P0030811,I0034324,C009999,2022-08-08 12:02:19,40.98,Duplicate Payment,Processed
R0013441,P0366105,I0407222,C009381,2023-03-11 11:06:22,13.66,Duplicate Payment,Processed
R0013442,P0300175,I0334012,C000851,2020-04-20 08:31:38,19.8,Customer Request,Processed
R0013443,P0037022,I0041195,C001277,2024-09-15 23:34:58,63.49,Fraud,Processed
R0013444,P0243468,I0271042,C001765,2020-05-22 16:32:26,86.9,Duplicate Payment,Processed
R0013445,P0347677,I0386693,C001854,2022-03-12 05:23:05,60.53,Duplicate Payment,Processed
R0013446,P0347862,I0386904,C008431,2025-11-01 02:41:55,219.12,Fraud,Processed
R0013447,P0281643,I0313515,C002251,2021-02-24 18:51:38,25.88,Service Outage,Processed
R0013448,P0332641,I0369995,C005873,2023-07-17 16:38:02,129.39,Fraud,Processed
R0013449,P0020745,I0023095,C006601,2025-02-27 14:01:54,199.35,Duplicate Payment,Processed
R0013450,P0007863,I0008775,C005945,2024-05-30 07:44:38,81.48,Service Outage,Processed
R0013451,P0084117,I0093612,C003160,2025-01-05 14:05:26,516.46,Subscription Cancellation,Processed
R0013452,P0394418,I0438759,C000481,2021-08-06 15:46:00,148.35,Subscription Cancellation,Processed
R0013453,P0308966,I0343805,C006994,2025-02-10 02:10:13,31.68,Service Outage,Processed
R0013454,P0395395,I0439855,C008911,2026-01-26 08:01:18,42.61,Subscription Cancellation,Processed
R0013455,P0430601,I0478912,C007469,2019-09-07 12:23:43,56.05,Service Outage,Processed
R0013456,P0180994,I0201561,C005758,2021-01-08 20:45:46,273.9,Subscription Cancellation,Processed
R0013457,P0312089,I0347269,C003070,2024-01-15 19:40:54,243.4,Billing Error,Processed
R0013458,P0136801,I0152405,C003443,2024-11-02 15:03:27,1148.85,Duplicate Payment,Processed
R0013459,P0410340,I0456489,C004856,2023-05-02 03:00:09,28.35,Billing Error,Processed
R0013460,P0256863,I0285994,C004735,2025-10-02 05:09:39,272.03,Fraud,Processed
R0013461,P0157106,I0174964,C002314,2023-02-12 20:42:23,139.32,Subscription Cancellation,Processed
R0013462,P0151274,I0168487,C003857,2021-05-28 20:54:16,22.1,Service Outage,Processed
R0013463,P0227751,I0253502,C008930,2023-02-08 18:29:26,58.62,Billing Error,Processed
R0013464,P0310619,I0345668,C004712,2024-12-06 04:50:48,273.9,Subscription Cancellation,Processed
R0013465,P0412000,I0458313,C009204,2020-10-08 06:38:58,30.02,Duplicate Payment,Processed
R0013466,P0099224,I0110464,C000973,2022-05-05 00:00:11,37.32,Fraud,Processed
R0013467,P0144398,I0160869,C000956,2024-12-22 23:16:08,511.97,Duplicate Payment,Processed
R0013468,P0332467,I0369811,C003392,2025-12-02 08:55:46,202.26,Fraud,Processed
R0013469,P0256892,I0286028,C004407,2024-01-05 23:09:37,33.35,Billing Error,Processed
R0013470,P0323781,I0360161,C004586,2025-09-04 16:12:53,148.35,Subscription Cancellation,Processed
R0013471,P0424818,I0472537,C002393,2023-05-23 13:31:49,21.38,Duplicate Payment,Processed
R0013472,P0273013,I0303904,C003595,2022-01-19 01:46:42,69.62,Service Outage,Processed
R0013473,P0099295,I0110544,C005978,2024-07-30 10:13:10,132.35,Customer Request,Processed
R0013474,P0395652,I0440143,C006300,2025-06-19 21:56:03,68.88,Subscription Cancellation,Processed
R0013475,P0252845,I0281503,C004234,2020-06-15 20:30:08,73.87,Customer Request,Processed
R0013476,P0103482,I0115246,C007273,2022-11-04 08:55:02,139.32,Fraud,Processed
R0013477,P0213579,I0237736,C008898,2024-01-10 06:14:20,31.71,Fraud,Processed
R0013478,P0170648,I0190041,C003954,2022-10-26 05:24:19,57.35,Customer Request,Processed
R0013479,P0221421,I0246458,C001797,2023-08-06 12:38:39,152.22,Subscription Cancellation,Processed
R0013480,P0176957,I0197094,C008224,2022-03-16 15:10:14,29.3,Customer Request,Processed
R0013481,P0258402,I0287712,C006878,2024-05-28 15:32:24,277.0,Customer Request,Processed
R0013482,P0317103,I0352825,C001885,2024-12-24 06:23:17,83.42,Billing Error,Processed
R0013483,P0374360,I0416438,C008012,2025-05-17 08:14:10,51.34,Duplicate Payment,Processed
R0013484,P0413319,I0459783,C009699,2021-05-09 16:47:18,185.26,Service Outage,Processed
R0013485,P0413051,I0459483,C000084,2022-11-18 11:57:17,20.78,Service Outage,Processed
R0013486,P0209333,I0233092,C009010,2024-07-28 19:30:40,222.23,Service Outage,Processed
R0013487,P0249526,I0277795,C004006,2025-09-22 03:13:20,30.8,Service Outage,Processed
R0013488,P0062014,I0069030,C001407,2023-10-15 17:12:37,14.89,Service Outage,Processed
R0013489,P0381331,I0424155,C005064,2022-07-22 02:25:00,24.22,Billing Error,Processed
R0013490,P0088174,I0098112,C006761,2024-10-19 21:19:56,57.67,Billing Error,Processed
R0013491,P0060216,I0067007,C008667,2021-01-15 15:24:49,326.31,Customer Request,Processed
R0013492,P0413969,I0460522,C007852,2024-11-28 05:15:27,306.86,Service Outage,Processed
R0013493,P0075975,I0084611,C001420,2020-07-24 18:13:36,516.46,Duplicate Payment,Processed
R0013494,P0042917,I0047738,C001639,2023-10-03 06:42:33,64.46,Fraud,Processed
R0013495,P0024546,I0027333,C009587,2023-03-25 11:25:39,62.66,Subscription Cancellation,Processed
R0013496,P0131909,I0146873,C002534,2025-08-10 23:50:12,68.26,Fraud,Processed
R0013497,P0046765,I0052083,C004923,2025-05-04 14:24:35,31.32,Billing Error,Processed
R0013498,P0349692,I0388967,C004863,2026-01-24 03:34:04,63.1,Service Outage,Processed
R0013499,P0256409,I0285497,C002214,2023-10-04 03:41:55,14.43,Subscription Cancellation,Processed
R0013500,P0260187,I0289707,C005704,2025-07-17 03:30:21,137.0,Duplicate Payment,Processed
R0013501,P0343131,I0381661,C000643,2024-07-30 07:00:40,129.0,Fraud,Processed
R0013502,P0063794,I0071039,C005417,2025-04-07 02:50:42,8.88,Service Outage,Processed
R0013503,P0313547,I0348864,C003050,2021-01-27 04:31:39,161.74,Subscription Cancellation,Processed
R0013504,P0145214,I0161775,C001110,2021-08-08 02:28:36,177.3,Service Outage,Processed
R0013505,P0047357,I0052757,C000055,2025-07-14 13:01:54,27.56,Duplicate Payment,Processed
R0013506,P0033153,I0036891,C001949,2022-02-03 10:29:37,286.35,Service Outage,Processed
R0013507,P0382809,I0425788,C000055,2022-12-06 10:45:13,59.18,Service Outage,Processed
R0013508,P0241966,I0269381,C002416,2023-05-21 17:49:33,499.0,Fraud,Processed
R0013509,P0196320,I0218530,C008057,2025-09-28 11:33:49,125.39,Duplicate Payment,Processed
R0013510,P0278899,I0310458,C009341,2025-11-29 18:14:36,139.32,Billing Error,Processed
R0013511,P0428748,I0476900,C008826,2022-06-01 08:11:14,18.27,Fraud,Processed
R0013512,P0435120,I0483956,C008350,2026-10-13 11:21:46,27.25,Service Outage,Processed
R0013513,P0423235,I0470777,C008142,2022-11-18 15:38:33,86.74,Fraud,Processed
R0013514,P0374365,I0416445,C008012,2025-11-23 08:14:10,104.42,Service Outage,Processed
R0013515,P0022533,I0025087,C009489,2024-06-16 04:00:00,116.1,Subscription Cancellation,Processed
R0013516,P0402891,I0448180,C005002,2021-03-02 22:52:22,29.0,Subscription Cancellation,Processed
R0013517,P0171936,I0191467,C001333,2018-10-24 02:17:00,148.35,Customer Request,Processed
R0013518,P0058406,I0064972,C001773,2025-05-10 21:08:16,40.36,Duplicate Payment,Processed
R0013519,P0263446,I0293338,C006510,2022-08-26 17:16:41,27.08,,Processed
R0013520,P0123605,I0137658,C006498,2024-12-10 20:14:33,27.11,Billing Error,Processed
R0013521,P0108207,I0120510,C001830,2022-08-24 01:21:36,143.08,Duplicate Payment,Processed
R0013522,P0208786,I0232461,C002973,2019-10-06 23:36:03,26.39,Customer Request,Processed
R0013523,P0345905,I0384745,C003067,2023-01-02 04:00:30,16.67,Fraud,Processed
R0013524,P0242329,I0269792,C003452,2019-11-17 15:49:03,1043.95,Fraud,Processed
R0013525,P0194029,I0215975,C007033,2024-01-23 01:58:02,37.04,Fraud,Processed
R0013526,P0075226,I0083790,C006386,2025-09-14 14:58:09,35.1,Customer Request,Processed
R0013527,P0118038,I0131469,C004627,2026-01-31 08:26:48,616.46,Billing Error,Processed
R0013528,P0434883,I0483689,C000949,2020-10-19 23:41:57,21.28,Service Outage,Processed
R0013529,P0377808,I0420260,C006440,2025-09-18 01:45:56,102.64,Customer Request,Processed
R0013530,P0204459,I0227579,C002680,2022-08-31 09:52:18,7.47,Duplicate Payment,Processed
R0013531,P0384699,I0427900,C000893,2022-07-25 10:57:57,26.62,Billing Error,Processed
R0013532,P0260625,I0290197,C008859,2023-07-30 21:31:49,118.53,Service Outage,Processed
R0013533,P0156550,I0174364,C009220,2019-12-13 05:28:46,85.96,Fraud,Processed
R0013534,P0148356,I0165284,C002197,2019-10-06 17:58:53,58.41,Subscription Cancellation,Processed
R0013535,P0393398,I0437625,C005941,2022-02-10 03:13:07,31.9,Fraud,Processed
R0013536,P0413428,I0459908,C003788,2024-05-29 07:38:29,30.8,Subscription Cancellation,Processed
R0013537,P0282631,I0314597,C007396,2023-07-22 01:57:14,55.76,Customer Request,Processed
R0013538,P0311527,I0346649,C000484,2025-05-10 09:45:02,113.69,Duplicate Payment,Processed
R0013539,P0383824,I0426916,C001008,2024-02-21 04:26:39,64.66,Customer Request,Processed
R0013540,P0414321,I0460902,C004095,2025-05-18 21:47:05,58.41,Billing Error,Processed
R0013541,P0107473,I0119670,C002021,2020-10-03 11:45:45,34.22,Duplicate Payment,Processed
R0013542,P0425456,I0473214,C002560,2021-11-10 13:34:27,588.82,Fraud,Processed
R0013543,P0242082,I0269515,C004533,2021-06-06 18:11:46,49.86,Duplicate Payment,Processed
R0013544,P0014498,I0016144,C003922,2025-02-11 00:36:42,31.32,Subscription Cancellation,Processed
R0013545,P0202323,I0225204,C005024,2019-07-23 07:26:12,149.17,Customer Request,Processed
R0013546,P0019214,I0021393,C003303,2025-07-19 22:34:21,46.02,Subscription Cancellation,Processed
R0013547,P0419143,I0466200,C003574,2024-07-28 07:16:09,401.35,Billing Error,Processed
R0013548,P0395130,I0439554,C003291,2024-10-23 06:09:55,152.22,Billing Error,Processed
R0013549,P0012963,I0014442,C000221,2023-12-22 04:28:08,51.92,Duplicate Payment,Processed
R0013550,P0052948,I0058863,C003366,2024-05-24 01:09:33,64.9,Billing Error,Processed
R0013551,P0046419,I0051684,C008943,2021-08-27 05:41:59,31.9,Duplicate Payment,Processed
R0013552,P0265923,I0296041,C009948,2022-07-01 19:15:09,18.33,Fraud,Processed
R0013553,P0162173,I0180575,C006193,2020-07-18 14:41:31,43.12,Service Outage,Processed
R0013554,P0341781,I0380140,C001322,2024-11-15 21:09:55,29.0,Customer Request,Processed
R0013555,P0134096,I0149364,C004417,2024-11-20 19:47:43,141.9,Fraud,Processed
R0013556,P0147274,I0164062,C000661,2019-08-05 00:57:26,121.9,Subscription Cancellation,Processed
R0013557,P0425970,I0473777,C007300,2024-02-07 19:25:42,37.73,Service Outage,Processed
R0013558,P0423437,I0471001,C000643,2023-12-25 13:43:59,23.0,Fraud,Processed
R0013559,P0221853,I0246940,C004548,2024-11-07 14:26:24,31.68,Subscription Cancellation,Processed
R0013560,P0232595,I0258971,C008904,2025-02-25 19:54:04,26.11,Billing Error,Processed
R0013561,P0323342,I0359686,C009779,2025-08-28 19:03:33,34.32,Duplicate Payment,Processed
R0013562,P0168364,I0187486,C002059,2025-08-25 23:36:32,174.69,Service Outage,Processed
R0013563,P0115456,I0128646,C007325,2024-06-23 09:15:12,30.31,Billing Error,Processed
R0013564,P0139500,I0155454,C004431,2025-09-14 16:57:45,25.98,Fraud,Processed
R0013565,P0274748,I0305843,C003235,2022-12-14 11:18:42,249.0,Customer Request,Processed
R0013566,P0239876,I0267066,C000551,2024-11-15 08:12:34,69.62,Billing Error,Processed
R0013567,P0389166,I0432913,C007627,2025-11-02 01:38:07,28.15,Subscription Cancellation,Processed
R0013568,P0405788,I0451395,C002975,2020-04-30 22:53:35,44.85,Fraud,Processed
R0013569,P0159061,I0177097,C008734,2024-02-04 16:21:06,31.9,Service Outage,Processed
R0013570,P0010005,I0011163,C007899,2020-12-04 11:39:56,51.92,Duplicate Payment,Processed
R0013571,P0251006,I0279438,C004539,2024-07-11 09:50:57,57.67,Duplicate Payment,Processed
R0013572,P0232551,I0258925,C008904,2021-05-20 19:54:04,114.17,Subscription Cancellation,Processed
R0013573,P0168357,I0187478,C002059,2024-12-23 23:36:32,1178.82,Duplicate Payment,Processed
R0013574,P0301859,I0335883,C005817,2022-02-22 08:59:32,264.44,Service Outage,Processed
R0013575,P0076964,I0085687,C002727,2019-05-03 21:03:38,46.9,,Processed
R0013576,P0037803,I0042065,C001028,2022-05-02 18:55:48,485.03,Subscription Cancellation,Processed
R0013577,P0081838,I0091048,C004523,2025-12-16 00:51:59,140.93,Customer Request,Processed
R0013578,P0151647,I0168888,C003409,2025-06-16 01:38:16,139.32,Service Outage,Processed
R0013579,P0175366,I0195300,C000181,2025-02-24 08:54:17,45.96,Customer Request,Processed
R0013580,P0298553,I0332175,C000237,2021-12-14 18:11:04,99.33,Fraud,Processed
R0013581,P0228885,I0254795,C008570,2023-01-10 10:07:53,61.06,Customer Request,Processed
R0013582,P0017754,I0019772,C004452,2024-01-06 01:17:01,27.11,Duplicate Payment,Processed
R0013583,P0419215,I0466278,C005147,2021-08-15 15:20:45,22.42,Fraud,Processed
R0013584,P0106429,I0118528,C005337,2025-08-30 04:34:53,34.66,Fraud,Processed
R0013585,P0174530,I0194363,C009610,2024-02-13 03:08:11,11.65,Subscription Cancellation,Processed
R0013586,P0182724,I0203478,C000038,2025-03-09 20:33:25,1723.85,Fraud,Processed
R0013587,P0112620,I0125462,C008916,2023-12-28 07:34:52,152.22,Subscription Cancellation,Processed
R0013588,P0249630,I0277909,C004538,2024-07-09 10:33:39,40.95,Customer Request,Processed
R0013589,P0306743,I0341313,C009808,2026-01-29 05:10:54,93.22,Billing Error,Processed
R0013590,P0243589,I0271177,C007746,2025-12-21 16:11:57,23.86,Service Outage,Processed
R0013591,P0379312,I0421905,C003005,2025-04-23 17:41:15,44.96,Duplicate Payment,Processed
R0013592,P0078810,I0087736,C005591,2023-04-02 07:35:04,30.45,Billing Error,Processed
R0013593,P0363090,I0403863,C005933,2025-01-25 23:15:38,11.14,Subscription Cancellation,Processed
R0013594,P0134172,I0149446,C000897,2023-10-27 14:23:49,268.92,Customer Request,Processed
R0013595,P0252311,I0280900,C009755,2025-08-01 17:09:46,55.42,Billing Error,Processed
R0013596,P0391047,I0435004,C009188,2025-11-26 01:54:50,141.9,Customer Request,Processed
R0013597,P0359196,I0399556,C003598,2018-08-12 19:56:13,31.9,Billing Error,Processed
R0013598,P0133827,I0149052,C000824,2023-12-05 10:59:06,42.12,Service Outage,Processed
R0013599,P0121607,I0135424,C004331,2025-12-15 19:31:21,148.35,Subscription Cancellation,Processed
R0013600,P0319878,I0355895,C000035,2023-02-18 04:47:46,33.35,Subscription Cancellation,Processed
R0013601,P0068727,I0076547,C005356,2025-11-26 04:43:55,44.85,Duplicate Payment,Processed
R0013602,P0106817,I0118958,C005667,2023-06-24 14:32:52,131.56,Duplicate Payment,Processed
R0013603,P0391362,I0435344,C003506,2025-03-28 13:28:29,401.35,Duplicate Payment,Processed
R0013604,P0373154,I0415088,C006085,2024-07-29 11:52:40,4.47,Fraud,Processed
R0013605,P0249672,I0277953,C009015,2025-07-19 03:15:50,82.55,Service Outage,Processed
R0013606,P0336313,I0374072,C009308,2025-07-24 11:19:50,22.14,Duplicate Payment,Processed
R0013607,P0333388,I0370846,C002093,2023-10-24 18:10:02,31.32,Billing Error,Processed
R0013608,P0117534,I0130906,C004432,2019-04-02 23:58:54,152.22,Subscription Cancellation,Processed
R0013609,P0164220,I0182832,C009128,2022-12-16 05:46:22,39.12,Fraud,Processed
R0013610,P0358478,I0398756,C002514,2024-12-18 10:13:07,33.7,Subscription Cancellation,Processed
R0013611,P0142677,I0158960,C006756,2022-05-03 09:34:54,32.63,Service Outage,Processed
R0013612,P0391045,I0435002,C009188,2025-10-01 01:54:50,139.32,Duplicate Payment,Processed
R0013613,P0218814,I0243551,C000948,2020-12-18 10:26:47,19.98,Customer Request,Processed
R0013614,P0424146,I0471794,C006302,2022-02-08 11:49:17,38.21,Fraud,Processed
R0013615,P0081199,I0090341,C005891,2025-04-26 16:16:56,24.0,Duplicate Payment,Processed
R0013616,P0266632,I0296833,C006139,2020-06-07 22:39:01,67.85,Duplicate Payment,Processed
R0013617,P0324867,I0361384,C007186,2022-08-28 08:11:29,13.06,Duplicate Payment,Processed
R0013618,P0263364,I0293248,C004501,2024-04-14 04:12:08,69.62,Service Outage,Processed
R0013619,P0127866,I0142319,C007349,2021-07-31 11:26:15,63.72,Billing Error,Processed
R0013620,P0392463,I0436584,C009981,2024-04-04 01:55:25,28.71,Customer Request,Processed
R0013621,P0314105,I0349469,C005186,2020-09-14 10:55:48,260.21,Fraud,Processed
R0013622,P0173866,I0193600,C003464,2025-01-07 22:56:54,13.13,Billing Error,Processed
R0013623,P0035348,I0039328,C000766,2021-06-03 05:55:26,272.03,Duplicate Payment,Processed
R0013624,P0319065,I0354993,C006764,2023-10-22 05:37:14,60.53,Fraud,Processed
R0013625,P0263875,I0293825,C008355,2024-10-28 16:43:46,381.28,Billing Error,Processed
R0013626,P0377613,I0420048,C008717,2023-07-19 10:04:57,69.25,Fraud,Processed
R0013627,P0232655,I0259042,C005006,2021-07-15 07:32:14,268.92,Billing Error,Processed
R0013628,P0387362,I0430869,C009586,2025-11-13 10:57:24,64.9,Customer Request,Processed
R0013629,P0334602,I0372184,C003223,2023-01-03 01:27:56,83.9,Duplicate Payment,Processed
R0013630,P0200398,I0223063,C000364,2024-09-05 11:38:59,31.32,Duplicate Payment,Processed
R0013631,P0179834,I0200286,C006918,2024-11-04 14:47:05,21.65,Billing Error,Processed
